pH,Light,Temp,TN0,TP0,COD0,Time,N_rem,P_rem,COD_rem,Biomass
6.750883229195478,137.2098979102088,28.06158436038256,77.66648170239189,7.7673802466501645,411.57346053240667,7.349283782903161,85.95919999999983,72.48500000000008,88.92899999999973,1.3088000000000035
7.349744762139775,146.9844138160361,28.584014210344645,79.6509688909746,7.706271923127206,397.8816890695625,7.305885759329594,85.94153333333314,77.01276666666678,86.1399999999997,1.2776000000000025
7.836697052721073,132.17920802861212,26.67410141706217,36.88614468707307,4.983289615521371,550.5681293575899,8.831311755171019,93.47946666666654,89.11950000000013,81.48999999999964,2.3846000000000074
7.071258923641386,136.78473534841888,28.627110065265303,78.31457618282384,8.068334859953021,388.43116634128086,9.036066896320444,85.95919999999983,72.48500000000008,88.92899999999973,1.3088000000000035
7.906491349127624,132.9204453969215,27.056666332007698,71.16284580985855,8.07595365427471,599.3916205635572,8.84749938076953,93.4263999999999,88.79820000000005,84.69099999999963,2.4347333333333423
7.853077211095842,132.918438922153,27.36662296371779,33.91026882212426,4.765574163590646,534.5077368636479,9.886374342573717,93.80706666666656,88.96220000000014,81.70299999999963,2.407666666666675
7.8811703891513245,132.21164720036455,26.63986133327862,36.52360961114625,7.988864155655594,550.8566208953362,6.039864965695987,93.33079999999987,89.17716666666675,83.11099999999963,2.398666666666675
7.868855079819009,146.9054968986763,29.113908963664695,79.6509688909746,7.706004013496387,397.8816890695625,8.284284679687861,89.18679999999983,85.84920000000004,85.81899999999966,2.268266666666675
6.575079494585603,131.25906978135532,27.375357094043576,74.90500981960356,7.988605562761221,566.7047198096009,8.855509961247934,90.14786666666652,75.3499000000001,87.86499999999974,1.4747333333333383
7.354364467606198,147.20534311867615,27.71905148426255,62.06051132197554,8.54346640591591,576.3330018761916,9.272534181815438,88.65793333333315,78.70026666666682,85.93199999999966,1.4248666666666703
7.303180971084838,146.9397963308743,29.330038018264254,78.32770861374144,8.219258099239598,552.4129900874358,8.972250059121517,88.65793333333315,78.70026666666682,85.93199999999966,1.4248666666666703
7.906427575391316,137.80269007701014,28.150291384780267,69.52370290203174,8.075919964839361,516.8964059639668,8.880241152977245,92.12079999999989,87.62080000000006,85.61099999999963,2.4155333333333417
6.575079494585603,131.25906978135532,27.375357094043576,47.409414416031915,7.988605562761221,566.7047198096009,8.855509961247934,90.42153333333317,75.64356666666679,86.4739999999997,1.458533333333338
7.9026026129558,136.78473534841888,28.627110065265303,76.23991486474888,8.068334859953021,388.43116634128086,9.036066896320444,89.18679999999983,85.84920000000004,85.81899999999966,2.268266666666675
7.8547647652013755,132.92497165683062,27.384645086678848,78.68029507536029,5.490808790193042,534.8511122358784,7.6870071781101,93.57506666666656,88.74053333333345,83.06999999999964,2.422266666666675
7.931173467765236,131.15582113317268,26.987690289825377,79.55399168909422,8.636971710732222,567.214873210412,7.28565398475801,93.09879999999988,88.95550000000004,84.47799999999965,2.413800000000008
6.901118086948226,156.72330017825794,29.376144611380347,60.740901808219505,8.537737600767613,567.5083099566718,8.858538733125755,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
6.528331029991872,132.19726929727892,26.702954155819413,52.76232081935518,7.953581227277598,551.6633729606343,8.854542963773214,89.65646666666649,75.61610000000007,87.65199999999975,1.431800000000004
8.22355842567329,130.20501428377742,27.44400196875205,35.33103294952519,8.23197746951573,550.7010185706763,7.582539573109732,93.65839999999989,89.01986666666674,83.32399999999964,2.420133333333342
8.101365586828464,131.2094312095527,28.21230074365677,73.89952665857672,8.025552846385631,599.3916205635572,8.369676708827436,92.88239999999988,88.20950000000006,85.19099999999963,2.428333333333342
6.589569088595926,131.07927674143482,28.228858311843585,73.41950536454968,7.90188394480202,593.8726919182977,8.937550949482231,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
7.800537985353334,145.16109864395122,26.67069203558484,70.57506432214451,7.679237578250431,592.5216182072397,7.374559262282055,92.33719999999987,88.36680000000005,84.89799999999966,2.4010000000000082
7.349744762139775,146.9054968986763,29.151215661681494,79.6509688909746,7.706004013496387,397.8816890695625,8.567553882545823,85.94153333333314,77.01276666666678,86.1399999999997,1.2776000000000025
6.661474924814357,133.38779739572666,26.65481560442252,34.469731472785035,8.379494398710372,547.7126717151207,6.051732016438303,89.93013333333316,75.90976666666678,86.26099999999973,1.41346666666667
6.624497658023922,131.2360964269697,26.939154636482904,68.9189618733989,4.685229839718893,585.9026347713184,8.855509961247934,89.84679999999982,75.91843333333343,85.9589999999997,1.4156000000000033
7.085568140900712,135.99523814188564,26.58239966833621,58.33311439946237,8.545082478434106,547.9499723466258,7.997601295190076,88.89486666666649,75.02740000000009,88.03199999999973,1.4190000000000038
8.100663585879204,132.21164720036455,28.213760240605474,73.95018594761655,7.964827438873709,551.6633729606343,8.869572227188517,92.88239999999988,88.20950000000006,85.19099999999963,2.428333333333342
7.717932595117323,144.7737976239555,27.735607023378382,49.642935329736446,8.245896132832419,565.9150505533278,8.790585072485296,92.12079999999989,87.62080000000006,85.61099999999963,2.4155333333333417
6.66731832423513,131.0767629281634,29.021924694028936,74.68196983694635,7.899857917008296,595.0448916966894,8.874930049198163,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
6.5144260562035665,131.25906978135532,27.375357094043576,48.28060243352952,7.997567764591193,589.3796031106241,7.314713155632409,90.14786666666652,75.3499000000001,87.86499999999974,1.4747333333333383
6.575079494585603,137.80269007701014,28.150291384780267,69.46721915250679,7.988605562761221,543.7855915105522,8.855509961247934,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
7.749009379070881,136.62961243899545,26.984185300543547,79.09463256526753,8.661210123208578,526.2004205981539,8.307474273516933,92.33719999999987,88.36680000000005,84.89799999999966,2.4010000000000082
7.906491349127624,132.9204453969215,26.97778145151775,71.16714773227415,8.025552846385631,597.2048878621174,8.373550637883318,93.09879999999988,88.95550000000004,84.47799999999965,2.413800000000008
6.5447159552140795,131.25906978135532,27.35761161466314,74.90500981960356,7.766054908007537,566.7047198096009,5.7656459326034435,89.95093333333315,75.79803333333342,85.72699999999973,1.437200000000004
6.6894442560356975,131.32213627000894,26.708562007448915,52.27868850495962,8.587790739328966,567.3647074476264,8.024515978650102,89.65646666666649,75.61610000000007,87.65199999999975,1.431800000000004
7.853077211095842,132.918438922153,26.672863849319146,33.982122613324115,4.760954502203999,534.3658033870315,8.831311755171019,93.47946666666654,89.11950000000013,81.48999999999964,2.3846000000000074
7.907488037507024,131.8652984038257,27.36662296371779,33.91026882212426,4.765574163590646,554.4822152854001,9.832758173935456,93.80706666666656,88.96220000000014,81.70299999999963,2.407666666666675
7.8811703891513245,132.77931276035983,26.63986133327862,36.52360961114625,7.988864155655594,550.8566208953362,6.039864965695987,93.33079999999987,89.17716666666675,83.11099999999963,2.398666666666675
7.906491349127624,134.13541295293854,27.16743508081237,71.16284580985855,8.07595365427471,599.3916205635572,8.844509732723678,93.4263999999999,88.79820000000005,84.69099999999963,2.4347333333333423
6.844819718466387,135.94846394619321,26.69856405201575,51.88423641900953,8.575100679627198,547.9499723466258,8.302742140970318,88.89486666666649,75.02740000000009,88.03199999999973,1.4190000000000038
7.984729814732128,133.2830154254425,27.228375468161975,33.150500766821956,8.375813027521033,599.8936420492635,9.11590486051382,93.65839999999989,89.01986666666674,83.32399999999964,2.420133333333342
6.557361662038834,130.22843118391526,27.44400196875205,35.33103294952519,8.23197746951573,551.0236073959337,7.267368201277109,90.42153333333317,75.64356666666679,86.4739999999997,1.458533333333338
6.624497658023922,131.2360964269697,27.375357094043576,74.11443088317442,4.685229839718893,566.7690982544582,8.855509961247934,90.33819999999984,75.65223333333346,86.17199999999971,1.4601333333333377
6.711696631725827,130.72378229711055,26.653552608139325,32.23217492663354,8.232319897589983,574.820637810688,7.582539573109732,89.93013333333316,75.90976666666678,86.26099999999973,1.41346666666667
6.6244975535151065,134.63953298757428,27.375105680941353,73.5327007778935,7.753452111746023,550.7604429056051,5.735898964112627,89.95093333333315,75.79803333333342,85.72699999999973,1.437200000000004
6.554073160798658,131.87183113850335,27.38748896211474,78.68029507536029,5.100325499048065,554.5664576213526,7.746817770890109,90.33819999999984,75.65223333333346,86.17199999999971,1.4601333333333377
6.624232641158364,131.2360964269697,26.939154636482904,68.9189618733989,4.685229839718893,585.9026347713184,8.855509961247934,89.84679999999982,75.91843333333343,85.9589999999997,1.4156000000000033
8.075671442541902,131.87183113850335,27.384645086678848,78.68029507536029,5.490808790193042,552.022529742078,9.010251314462932,93.57506666666656,88.74053333333345,83.06999999999964,2.422266666666675
6.772229980161859,144.7737976239555,27.735607023378382,48.502463424017016,8.245896132832419,565.9150505533278,7.227660159982836,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
6.572982492213145,131.26365152286644,29.122371425582966,79.54980791942344,8.241711126752945,566.7047198096009,8.855509961247934,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
7.717932595117323,144.7737976239555,27.735607023378382,49.642935329736446,8.245896132832419,565.9150505533278,8.98801616390263,92.12079999999989,87.62080000000006,85.61099999999963,2.4155333333333417
7.349744762139775,146.9054968986763,29.266716380743368,79.70528337299523,7.706004013496387,399.9814677187302,8.567553882545823,85.94153333333314,77.01276666666678,86.1399999999997,1.2776000000000025
7.9026026129558,136.78473534841888,28.651258571446775,76.23991486474888,8.068334859953021,388.43116634128086,9.036066896320444,89.18679999999983,85.84920000000004,85.81899999999966,2.268266666666675
6.588364178154169,131.25906978135532,28.087550294335074,74.48056092706335,8.005529295118983,582.5594714259095,8.83713311661657,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
7.931173467765236,131.1567002380317,26.987690289825377,78.38025259258714,8.661210123208578,526.2004205981539,7.372843043975635,93.09879999999988,88.95550000000004,84.47799999999965,2.413800000000008
7.854199099036412,132.90896924936513,27.320162827503705,74.96071614070794,7.876678893288638,550.5232584626889,9.90785819306531,93.4263999999999,88.79820000000005,84.69099999999963,2.4347333333333423
7.300354325552663,156.3522292336427,31.059454895238282,77.66130175610196,8.22579562230345,549.7781800360199,8.853201357137255,88.65793333333315,78.70026666666682,85.93199999999966,1.4248666666666703
7.9091755916125575,131.87183113850335,27.38748326223596,78.68029507536029,5.100325499048065,537.3495918776815,7.781493652913638,93.57506666666656,88.74053333333345,83.06999999999964,2.422266666666675
7.377846707914007,147.08165415863147,28.627110065265303,76.23991486474888,8.068334859953021,387.480360687012,9.036066896320444,85.94153333333314,77.01276666666678,86.1399999999997,1.2776000000000025
7.084702728070981,141.739683980944,28.73393688445534,61.88583172089095,8.54346640591591,576.3330018761916,8.797937956009362,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
7.8966549069785605,146.9397963308743,29.330038018264254,78.54605570820907,8.219258099239598,552.4129900874358,8.972250059121517,92.12079999999989,87.62080000000006,85.61099999999963,2.4155333333333417
7.865052564410168,131.9667591783888,29.417731857449862,77.30427404601498,7.822876034668387,557.2849903276765,9.00910605153243,92.88239999999988,88.20950000000006,85.19099999999963,2.428333333333342
6.5022439725871415,130.67717653565592,29.423765474362305,76.19758018934253,8.235867911702135,581.4239218834518,9.00075621242796,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
7.809960778116131,134.4695975205617,27.38163670292031,79.75680345016208,8.271213943913347,551.9982213943654,8.85494132378673,93.4263999999999,88.79820000000005,84.69099999999963,2.4347333333333423
7.085568140900712,156.83866550187219,26.58239966833621,58.33311439946237,8.545082478434106,575.3658964475151,7.997601295190076,88.89486666666649,75.02740000000009,88.03199999999973,1.4190000000000038
7.007011284424604,145.21564723171448,27.71905148426255,61.32308378642071,8.54346640591591,576.3330018761916,9.272534181815438,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
6.855051463008636,135.99523814188564,26.69856405201575,52.27868850495962,8.587790739328966,547.9499723466258,8.024515978650102,88.89486666666649,75.02740000000009,88.03199999999973,1.4190000000000038
6.913580642751695,141.739683980944,27.733100304798654,61.32308378642071,7.685428305088518,576.3330018761916,9.069576037217601,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
7.809960778116131,146.85511273648333,26.67736036636419,73.4532681352135,8.262430623389127,534.5973192819397,8.225224213277054,92.33719999999987,88.36680000000005,84.89799999999966,2.4010000000000082
6.5727691509984245,131.25906978135532,27.375357094043576,39.391743874503454,7.988605562761221,566.7047198096009,8.855509961247934,90.42153333333317,75.64356666666679,86.4739999999997,1.458533333333338
6.604510675127101,131.2960279178234,27.35761161466314,73.95464328592081,7.774218994217242,553.7648287245418,5.735898964112627,89.95093333333315,75.79803333333342,85.72699999999973,1.437200000000004
6.677550068979794,131.12353712385584,29.021924694028936,75.07462954192829,7.912547976710018,595.0448916966894,7.877033628602129,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
7.226878249910534,143.002498070528,29.330038018264254,78.32770861374144,8.219258099239598,552.3450058425276,8.971809263439845,88.65793333333315,78.70026666666682,85.93199999999966,1.4248666666666703
6.66713578281557,137.2098979102088,28.06158436038256,77.66648170239189,8.372907045763379,405.6779209431167,7.375813843842716,85.95919999999983,72.48500000000008,88.92899999999973,1.3088000000000035
6.677825213561299,131.2531686766017,27.40502213033755,74.03555899024285,4.552752871247254,593.527930750221,9.861489398371303,90.33819999999984,75.65223333333346,86.17199999999971,1.4601333333333377
8.103469583640402,132.21164720036455,28.213760240605474,74.06710529735136,7.865017967543134,551.6635624823472,6.024252932640968,92.88239999999988,88.20950000000006,85.19099999999963,2.428333333333342
7.349744762139775,141.22260623572015,29.39291655630464,79.59694345331059,7.781107088732182,396.3037702067922,8.567553882545823,85.94153333333314,77.01276666666678,86.1399999999997,1.2776000000000025
6.595397296714137,142.81913101780427,29.07183424621891,73.45329856038857,8.422160960643437,564.6180406534561,8.225224213277054,88.84226666666649,74.1725000000001,88.7209999999997,1.4555333333333382
8.22355842567329,131.6755253711712,27.44400196875205,54.891993158138504,7.815294218127436,550.7010185706763,7.045181730424612,93.4263999999999,88.79820000000005,84.69099999999963,2.4347333333333423
6.685764993101758,131.25906978135532,28.087550294335074,74.87804405941324,8.005529295118983,566.7047198096009,8.855509961247934,89.60386666666649,74.7612000000001,88.34099999999972,1.4683333333333382
